 [antenna_pattern.dat]

  É” = 0.000 Åãplane
   É∆(deg)       EÉ”       EÉ∆       ER        EL 
   -83.000  -30.0000  -10.7814  -11.4399  -11.9804
   -82.000  -30.0000  -10.6596  -11.2749  -11.9014
   -81.000  -30.0000  -10.5172  -11.0888  -11.8028
   -80.000  -30.0000  -10.3533  -10.8813  -11.6836
   -79.000  -30.0000  -10.1678  -10.6525  -11.5429
   -78.000  -30.0000   -9.9605  -10.4029  -11.3803
   -77.000  -30.0000   -9.7319  -10.1335  -11.1956
   -76.000  -30.0000   -9.4829   -9.8458  -10.9892
   -75.000  -29.8579   -9.2150   -9.5415  -10.7618
   -74.000  -29.2505   -8.9297   -9.2225  -10.5148
   -73.000  -28.6752   -8.6291   -8.8911  -10.2498
   -72.000  -28.1281   -8.3153   -8.5496   -9.9687
   -71.000  -27.6063   -7.9908   -8.2003   -9.6738
   -70.000  -27.1073   -7.6577   -7.8453   -9.3672
   -69.000  -26.6289   -7.3185   -7.4870   -9.0515
   -68.000  -26.1696   -6.9754   -7.1273   -8.7288
   -67.000  -25.7277   -6.6304   -6.7680   -8.4017
   -66.000  -25.3022   -6.2855   -6.4110   -8.0720
   -65.000  -24.8920   -5.9423   -6.0576   -7.7419
   -64.000  -24.4962   -5.6026   -5.7093   -7.4132
   -63.000  -24.1142   -5.2677   -5.3671   -7.0874
   -62.000  -23.7454   -4.9387   -5.0322   -6.7661
   -61.000  -23.3893   -4.6169   -4.7055   -6.4504
   -60.000  -23.0455   -4.3030   -4.3876   -6.1416
   -59.000  -22.7138   -3.9979   -4.0793   -5.8405
   -58.000  -22.3938   -3.7023   -3.7810   -5.5480
   -57.000  -22.0854   -3.4168   -3.4934   -5.2648
   -56.000  -21.7885   -3.1418   -3.2169   -4.9915
   -55.000  -21.5029   -2.8779   -2.9516   -4.7287
   -54.000  -21.2286   -2.6253   -2.6981   -4.4767
   -53.000  -20.9655   -2.3844   -2.4566   -4.2361
   -52.000  -20.7137   -2.1555   -2.2272   -4.0071
   -51.000  -20.4732   -1.9388   -2.0102   -3.7900
   -50.000  -20.2439   -1.7346   -1.8059   -3.5851
   -49.000  -20.0260   -1.5430   -1.6144   -3.3927
   -48.000  -19.8195   -1.3644   -1.4358   -3.2128
   -47.000  -19.6245   -1.1987   -1.2704   -3.0459
   -46.000  -19.4411   -1.0463   -1.1183   -2.8919
   -45.000  -19.2694   -0.9074   -0.9796   -2.7513
   -44.000  -19.1095   -0.7820   -0.8547   -2.6240
   -43.000  -18.9614   -0.6705   -0.7436   -2.5104
   -42.000  -18.8255   -0.5729   -0.6467   -2.4107
   -41.000  -18.7017   -0.4897   -0.5640   -2.3250
   -40.000  -18.5903   -0.4208   -0.4958   -2.2536
   -39.000  -18.4914   -0.3668   -0.4425   -2.1968
